id,user_id,status,amount,date
01589,03006,success,31490,2020-08-23
01590,08386,success,28810,2021-11-22
01591,06017,success,0,2022-03-06
01592,01614,failed,159100,2021-07-01
01593,09121,failed,70530,2022-04-27
01594,07929,success,127670,2022-03-13
01595,07167,success,75650,2021-08-15
01596,07074,failed,119990,2022-03-13
01597,00645,success,79770,2022-02-20
01598,00801,success,47960,2022-02-26
01599,02238,failed,15280,2020-09-01
01600,09086,success,114290,2020-12-20
01601,02059,failed,44290,2022-02-07
01602,04583,success,96620,2022-02-15
01603,05601,success,84690,2021-12-04
01604,01080,success,42580,2022-04-03
01605,07256,success,62600,2019-05-30
01606,04491,success,73600,2021-12-04
01607,04973,failed,69120,2021-07-31
01608,00361,failed,32870,2021-10-07
01609,09339,success,190780,2022-05-23
01610,00052,failed,76250,2021-10-17
01611,07405,failed,13440,2021-11-02
01612,01722,failed,89290,2022-02-15
01613,04597,success,120940,2021-11-12
01614,00855,failed,46510,2021-11-17
01615,04467,success,116510,2021-02-11
01616,07246,success,44250,2019-11-08
01617,00306,success,93540,2021-01-02
01618,06673,success,54560,2019-11-24
01619,06814,failed,93140,2021-06-03
01620,05405,failed,52640,2021-01-07
01621,05000,success,0,2022-04-03
01622,04368,failed,123100,2021-04-03
01623,07653,success,34250,2020-03-15
01624,01469,success,179130,2021-05-30
01625,09850,success,66400,2021-08-03
01626,03411,success,125870,2022-01-19
01627,00893,success,43830,2021-04-30
01628,06212,failed,97830,2021-05-10
01629,03573,failed,110370,2021-10-04
01630,02495,success,44420,2021-10-25
01631,06888,success,0,2019-11-13
01632,06724,failed,1500,2022-02-14
01633,06424,success,55460,2020-04-25
01634,01276,failed,85480,2021-04-06
01635,05399,failed,74410,2020-09-26
01636,09466,failed,115210,2018-10-02
01637,00330,success,79840,2019-03-19
01638,02999,success,71320,2021-05-09
01639,00746,failed,123670,2020-10-14
01640,08227,success,78390,2021-02-10
01641,09212,success,140680,2019-12-02
01642,05991,failed,23900,2022-02-09
01643,00347,success,126230,2018-06-03
01644,04807,failed,73740,2022-02-18
01645,04940,success,8440,2020-08-31
01646,05996,success,105920,2021-01-10
01647,05894,failed,113980,2021-06-23
01648,03915,failed,114960,2022-04-04
01649,06496,success,0,2020-01-03
01650,06952,failed,116600,2022-02-18
01651,02244,success,32159,2020-11-27
01652,07346,failed,45230,2021-09-08
01653,09960,failed,34120,2020-10-01
01654,07683,failed,64940,2019-03-08
01655,02026,success,0,2022-03-03
01656,04258,failed,110010,2022-02-26
01657,04720,success,90910,2022-05-14
01658,09076,success,82450,2020-09-17
01659,06461,failed,122500,2021-03-14
01660,08146,success,151560,2020-11-29
01661,09434,success,93460,2019-06-26
01662,03802,success,115070,2020-08-06
01663,04817,failed,18480,2022-04-30
01664,00314,success,122690,2022-05-13
01665,01192,success,71780,2022-02-09
01666,03421,failed,100810,2020-11-23
01667,06544,failed,105780,2022-03-31
01668,00872,success,94110,2019-10-14
01669,02718,failed,108460,2021-03-18
01670,02238,failed,113330,2020-07-27
01671,00013,success,84700,2021-10-04
01672,02974,failed,50170,2019-03-09
01673,05192,success,65770,2021-11-26
01674,09544,success,10750,2021-05-03
01675,00053,success,37330,2021-05-20
01676,01539,success,128030,2021-10-18
01677,06929,failed,47220,2022-02-09
01678,05438,failed,132200,2020-02-22
01679,08492,success,128009,2020-11-08
01680,06332,success,67990,2019-11-21
01681,06774,failed,0,2019-04-04
01682,06551,success,79090,2022-04-15
01683,01519,success,172130,2022-05-14
01684,08391,failed,20590,2021-12-23
01685,08641,success,72130,2019-04-24
01686,00158,success,40310,2022-04-27
01687,05508,failed,67940,2021-07-10
01688,05521,failed,13510,2021-11-29
01689,01302,success,133340,2020-12-12
01690,06248,success,201900,2019-09-04
01691,08643,failed,7830,2018-10-21
01692,04440,success,158550,2021-02-26
01693,04606,success,85530,2021-02-24
01694,03919,failed,49050,2020-02-25
01695,06919,failed,0,2022-04-03
01696,06423,success,92850,2021-12-19
01697,03674,failed,3220,2019-09-08
01698,07022,failed,48360,2022-05-16
01699,01345,success,0,2020-05-31
01700,03042,success,63500,2021-08-14
01701,01995,failed,117080,2021-12-16
01702,00694,failed,71590,2022-04-27
01703,02470,success,2840,2020-06-18
01704,09198,success,95200,2022-01-28
01705,06517,failed,129550,2021-10-15
01706,06549,success,72140,2020-11-19
01707,01984,failed,146740,2021-11-22
01708,00871,failed,78200,2021-03-11
01709,01498,success,106580,2019-05-06
01710,05492,failed,138040,2020-07-04
01711,04181,success,0,2022-01-31
01712,05782,failed,82260,2022-02-26
01713,07144,success,146490,2020-05-03
01714,03583,failed,132660,2022-01-22
01715,00675,success,132000,2022-01-04
01716,07570,success,55010,2022-02-04
01717,09727,success,72950,2021-03-03
01718,07979,success,72680,2021-02-07
01719,06256,success,0,2020-06-28
01720,04226,failed,37750,2020-07-08
01721,00303,failed,76690,2022-03-12
01722,07829,success,148870,2020-06-07
01723,04156,success,94760,2020-04-11
01724,09955,failed,93160,2021-06-08
01725,09177,success,107570,2019-06-01
01726,06695,failed,89030,2020-07-20
01727,03442,success,42500,2022-01-08
01728,03189,success,78630,2021-11-26
01729,00240,failed,119500,2020-05-11
01730,01386,success,58640,2022-05-13
01731,06007,success,80340,2021-12-23
01732,00169,success,136140,2020-07-04
01733,09939,success,37800,2021-02-10
01734,00486,success,99160,2021-12-19
01735,01545,success,51740,2020-12-20
01736,03786,success,0,2021-06-14
01737,05070,success,141360,2022-03-12
01738,00457,failed,132040,2021-02-02
01739,00871,success,144690,2019-10-20
01740,03715,success,66160,2019-09-03
01741,01644,success,13940,2021-11-13
01742,08706,failed,159590,2021-01-10
01743,09724,failed,74500,2021-01-05
01744,06865,failed,166460,2020-12-03
01745,07256,success,32320,2019-04-10
01746,04041,failed,0,2020-02-10
01747,05786,failed,106860,2020-10-20
01748,06662,success,97610,2022-03-05
01749,02322,success,67380,2021-08-13
01750,09337,failed,43270,2022-03-09
01751,06802,success,64910,2022-05-20
01752,09931,failed,52510,2021-08-27
01753,03877,failed,0,2021-07-24
01754,08222,success,107990,2020-08-13
01755,03350,success,134630,2021-04-12
01756,01286,success,2440,2020-08-09
01757,08240,failed,77430,2022-01-15
01758,01016,failed,86440,2019-04-06
01759,00250,failed,2009,2021-08-17
01760,02304,success,107400,2021-05-22
01761,05197,failed,94520,2022-04-05
01762,07037,success,150780,2020-12-05
01763,01185,failed,47390,2020-03-28
01764,06353,success,80330,2021-06-12
01765,02067,success,64230,2019-12-02
01766,01508,success,62190,2021-02-16
01767,06374,success,93080,2021-07-18
01768,02173,success,118220,2020-08-13
01769,05964,success,0,2022-04-14
01770,06790,success,82110,2021-08-26
01771,05275,success,129410,2021-10-10
01772,04158,success,122630,2021-09-03
01773,04005,success,81660,2021-12-14
01774,01080,failed,48970,2021-04-14
01775,04608,success,69540,2018-11-12
01776,01416,failed,107430,2021-11-02
01777,05046,success,125760,2019-09-29
01778,07716,failed,154190,2021-01-29
01779,02098,failed,43850,2021-07-20
01780,03623,failed,186350,2021-09-20
01781,05949,success,10140,2019-08-20
01782,06341,success,58490,2020-08-23
01783,03597,success,66450,2018-05-02
01784,05169,success,105300,2019-03-07
01785,00792,success,41230,2021-05-12
01786,06466,failed,64930,2020-11-29
01787,08470,failed,132960,2021-04-25
01788,03056,success,98910,2021-02-02
01789,08037,success,36940,2021-11-24
01790,07792,success,57470,2022-05-01
01791,03199,success,90540,2021-02-26
01792,04470,success,112920,2020-06-07
01793,09416,success,90740,2021-06-18
01794,08437,success,88930,2019-01-07
01795,05717,failed,210,2021-09-14
01796,00955,success,70040,2020-09-11
01797,00259,success,91080,2021-06-27
01798,09648,success,50140,2021-10-06
01799,01675,failed,20970,2018-07-07
01800,09408,success,18620,2021-08-27
01801,08231,success,70950,2020-08-16
01802,04169,failed,114830,2019-02-07
01803,07091,success,117670,2021-12-26
01804,09672,failed,69810,2021-02-28
01805,01232,success,169880,2021-11-12
01806,00805,success,113810,2022-05-04
01807,06353,success,60840,2022-02-19
01808,09161,failed,91820,2022-01-27
01809,02037,success,55950,2021-06-29
01810,02421,success,59660,2022-04-04
01811,01045,failed,68450,2021-10-17
01812,08432,failed,66750,2020-09-03
01813,09002,success,54440,2021-05-23
01814,07752,success,80080,2021-09-27
01815,09123,success,135920,2021-01-06
01816,08585,failed,49760,2021-12-24
01817,03199,success,28380,2019-01-01
01818,05430,success,0,2021-12-29
01819,05739,success,61050,2021-10-11
01820,04193,success,59580,2021-01-09
01821,03814,success,44010,2022-04-04
01822,01511,success,60030,2022-02-15
01823,02911,success,87390,2022-04-29
01824,07774,success,85860,2021-10-23
01825,01925,success,165550,2020-06-29
01826,08444,failed,14760,2019-01-06
01827,04718,success,210570,2021-04-30
01828,06739,failed,178210,2019-11-20
01829,02810,failed,72950,2021-05-22
01830,09425,success,71100,2021-09-18
01831,07795,success,0,2020-05-12
01832,07168,success,10260,2019-11-01
01833,06593,success,152310,2020-12-16
01834,00176,failed,0,2021-06-21
01835,09888,failed,45430,2018-11-18
01836,08430,failed,150400,2019-12-06
01837,07386,failed,35310,2022-05-27
01838,06268,failed,102120,2020-01-25
01839,02950,success,18010,2022-02-07
01840,07947,success,62570,2019-08-22
01841,05955,success,52560,2021-09-28
01842,01642,success,67080,2021-07-18
01843,06743,success,97030,2021-01-02
01844,04157,success,55090,2021-09-03
01845,07300,success,99580,2021-12-29
01846,06242,success,15410,2022-01-17
01847,02903,success,75360,2019-02-12
01848,08846,success,91000,2022-04-27
01849,01709,success,117230,2022-03-02
01850,02907,success,76730,2021-07-29
01851,04357,success,41430,2022-01-20
01852,06853,success,206650,2020-02-25
01853,08941,failed,32610,2020-11-18
01854,05865,failed,98820,2020-01-20
01855,05853,failed,40320,2020-08-07
01856,03677,success,199480,2020-10-25
01857,09687,failed,91600,2022-04-29
01858,08760,success,42930,2021-04-05
01859,09077,failed,0,2021-09-02
01860,00827,success,90070,2019-03-28
01861,00606,failed,57490,2021-06-29
01862,09242,failed,0,2022-05-12
01863,04099,failed,34500,2019-05-03
01864,09007,success,91940,2022-02-23
01865,09145,failed,99940,2018-11-19
01866,06499,failed,50760,2021-05-08
01867,02999,failed,50200,2020-05-09
01868,04409,success,0,2019-11-19
01869,01890,success,109850,2021-09-03
01870,02601,success,78600,2021-10-04
01871,09212,success,7130,2022-04-12
01872,08083,success,28760,2021-06-05
01873,02405,failed,31840,2021-05-07
01874,09875,failed,102400,2020-02-23
01875,06798,success,10580,2021-10-01
01876,06939,failed,92480,2021-09-20
01877,04713,success,8200,2020-10-01
01878,08984,failed,95850,2020-08-24
01879,03698,success,52850,2020-11-23
01880,04055,success,68190,2020-09-30
01881,04277,success,79940,2020-08-01
01882,06366,success,57880,2021-06-30
01883,01117,success,130050,2021-08-29
01884,02123,failed,13390,2021-12-26
01885,03445,failed,54500,2020-07-17
01886,08308,failed,198560,2021-08-27
01887,04125,failed,103390,2021-03-10
01888,08494,success,78050,2019-05-17
01889,07498,failed,78180,2019-06-30
01890,00819,failed,96460,2022-02-24
01891,08495,failed,49490,2020-07-15
01892,06513,failed,72670,2021-10-24
01893,02272,failed,0,2020-05-28
01894,01619,success,87750,2021-07-21
01895,05141,success,97160,2022-01-31
01896,02260,failed,114010,2022-05-27
01897,08978,failed,76240,2021-01-11
01898,01273,success,60160,2020-09-29
01899,02375,failed,0,2021-06-12
01900,06901,success,74490,2021-05-16
01901,01144,success,127700,2020-02-28
01902,03642,success,109230,2020-08-07
01903,04218,success,118330,2021-10-23
01904,04256,success,122850,2021-03-06
01905,07579,success,69360,2019-11-10
01906,06356,success,70250,2020-07-14
01907,00824,success,72200,2021-04-03
01908,00932,success,62540,2021-02-13
01909,00799,failed,85670,2021-06-26
01910,04713,success,172510,2020-02-16
01911,05118,success,104800,2021-10-04
01912,05726,success,55020,2020-06-24
01913,02211,failed,146240,2020-05-09
01914,02059,failed,22330,2022-02-13
01915,09658,success,58590,2021-06-05
01916,08698,success,52170,2021-03-14
01917,00957,success,130139,2021-06-22
01918,05593,success,94490,2021-08-31
01919,04777,success,160020,2020-07-25
01920,05974,failed,24270,2022-02-03
01921,04710,success,167300,2020-08-28
01922,05826,success,94530,2019-05-26
01923,02527,failed,34490,2022-03-09
01924,06652,failed,100430,2022-04-15
01925,05836,success,142580,2021-10-23
01926,01846,success,58050,2021-01-17
01927,07142,failed,127530,2021-07-07
01928,08161,failed,28590,2021-05-14
01929,03414,failed,97100,2020-07-26
01930,09053,success,114250,2021-12-25
01931,01948,success,152970,2021-02-12
01932,05343,success,43010,2021-07-13
01933,05652,failed,160660,2018-12-19
01934,08975,success,41450,2021-09-16
01935,03892,success,41030,2020-05-08
01936,03540,success,99740,2022-02-14
01937,04725,success,149350,2020-02-01
01938,04552,success,92460,2021-04-10
01939,02020,failed,83040,2020-11-09
01940,03041,failed,19380,2021-01-06
01941,04823,success,102520,2022-04-07
01942,02431,failed,81170,2019-09-06
01943,08094,success,83890,2022-05-21
01944,04549,success,26390,2022-02-17
01945,01185,success,117500,2020-05-08
01946,06668,success,69280,2020-12-18
01947,04420,success,116880,2020-09-29
01948,00824,success,46990,2021-02-05
01949,06046,success,75860,2019-05-13
01950,01898,failed,42130,2021-07-07
01951,05811,failed,46430,2019-09-12
01952,05557,failed,129380,2021-06-25
01953,01384,success,40640,2019-12-06
01954,01922,failed,72080,2021-10-11
01955,03249,success,142420,2020-08-15
01956,01069,success,97110,2021-07-02
01957,03527,failed,85970,2022-02-21
01958,07699,failed,45330,2020-09-08
01959,00824,success,24450,2018-11-28
01960,04453,failed,61320,2021-08-05
01961,09446,success,37460,2021-04-10
01962,02468,failed,172750,2019-06-26
01963,06878,success,69310,2021-03-14
01964,05943,success,26960,2022-05-02
01965,08354,failed,104600,2021-12-07
01966,09582,success,102170,2022-04-14
01967,03838,success,54170,2019-09-26
01968,01531,success,104990,2022-04-25
01969,02045,failed,0,2022-03-26
01970,04227,failed,19610,2021-06-07
01971,00092,success,169310,2020-02-16
01972,00190,success,87720,2021-02-26
01973,02919,success,132490,2021-09-19
01974,04588,success,96560,2021-11-06
01975,08816,success,68520,2019-04-15
01976,09320,success,82210,2020-12-15
01977,09590,failed,0,2021-05-14
01978,02434,success,111720,2020-02-23
01979,04291,success,78360,2021-02-02
01980,06986,success,120970,2021-06-02
01981,06693,failed,24720,2021-06-27
01982,01028,success,126330,2020-02-15
01983,00578,failed,8520,2020-11-05
01984,02678,success,0,2019-03-30
01985,01968,failed,84260,2021-09-18
01986,05455,failed,69970,2021-09-03
01987,01440,failed,62670,2021-10-05
01988,06628,success,30060,2021-04-19
01989,04134,success,86470,2022-01-27
01990,04915,success,56120,2022-04-29
01991,03335,success,176260,2021-05-10
01992,08499,failed,0,2021-03-10
01993,07124,success,77510,2022-03-08
01994,07001,success,82700,2021-10-07
01995,05084,success,180010,2022-04-29
01996,03492,success,7820,2020-04-18
01997,05782,failed,0,2021-06-24
01998,08625,failed,101220,2020-10-07
01999,01758,success,141840,2022-01-18
02000,09561,success,112380,2021-02-25
02001,09554,success,42550,2020-10-07
02002,05618,success,82290,2019-10-22
02003,00783,success,65920,2021-10-18
02004,02714,success,65850,2021-12-26
02005,07405,success,165600,2021-09-23
02006,05228,failed,80250,2021-05-08
02007,00411,success,80440,2021-10-01
02008,00843,success,30440,2020-06-07
02009,09824,success,41540,2020-10-21
02010,04630,failed,93760,2022-03-20
02011,07895,success,54420,2020-05-19
02012,06361,success,117580,2020-07-07
02013,00021,success,117310,2022-05-13
02014,09434,success,104900,2018-11-20
02015,05759,success,18660,2020-12-16
02016,06424,success,54250,2020-08-18
02017,09994,success,16250,2021-06-02
02018,06256,success,9210,2020-04-19
02019,02173,success,40160,2021-08-27
02020,05693,success,23600,2018-12-25
02021,06317,success,60920,2022-01-20
02022,05850,failed,114300,2021-10-11
02023,07241,success,155260,2022-03-29
02024,07379,failed,86900,2020-11-10
02025,02305,failed,87160,2022-03-15
02026,06494,success,107880,2021-10-23
02027,09159,failed,46050,2019-11-28
02028,00782,success,103180,2021-08-15
02029,06587,failed,34630,2020-11-04
02030,00317,success,0,2021-02-13
02031,05970,success,72180,2019-07-24
02032,06348,success,73940,2019-11-28
02033,02010,failed,105430,2021-04-12
02034,08753,success,108970,2021-11-14
02035,07462,success,74320,2021-06-13
02036,07192,success,40100,2020-03-26
02037,08980,failed,19350,2020-03-12
02038,08337,success,79860,2020-07-10
02039,09441,success,71790,2021-11-16
02040,00582,success,82700,2022-04-30
02041,05926,failed,83760,2022-01-19
02042,01892,success,67340,2020-09-02
02043,09934,success,117840,2022-04-08
02044,05685,success,101100,2021-12-16
02045,03055,success,213770,2021-04-25
02046,00498,failed,185430,2021-11-23
02047,04550,failed,20690,2022-02-18
02048,04401,success,40400,2022-01-22
02049,07017,success,38120,2021-06-23
02050,08357,failed,151150,2020-08-10
02051,05962,failed,23450,2022-03-10
02052,01453,success,8230,2020-02-14
02053,09561,success,69870,2020-12-25
02054,08923,success,13910,2021-01-09
02055,08862,success,159160,2021-04-27
02056,09061,success,88290,2022-04-05
02057,00659,success,131840,2020-10-03
02058,03261,success,59000,2020-04-22
02059,08570,success,53680,2020-09-13
02060,00697,success,122740,2022-04-14
02061,03389,failed,0,2022-03-08
02062,00573,success,68170,2019-11-26
02063,04861,failed,72760,2021-05-04
02064,02613,failed,103900,2020-05-10
02065,04420,failed,12900,2021-01-11
02066,02377,success,69590,2021-11-23
02067,07794,success,39870,2021-09-25
02068,05216,success,158060,2021-01-16
02069,06549,failed,57880,2021-08-26
02070,06063,failed,89000,2020-06-06
02071,09163,failed,94060,2022-03-08
02072,03983,success,43290,2020-10-03
02073,00732,success,0,2022-04-22
02074,04597,failed,29630,2021-08-27
02075,08373,success,55700,2021-01-06
02076,09712,success,19860,2021-04-20
02077,04161,success,54100,2021-05-20
02078,03337,success,49970,2021-03-31
02079,06554,success,87580,2020-01-25
02080,00228,failed,113310,2021-09-19
02081,09159,success,18450,2019-05-12
02082,09692,success,73820,2020-04-15
02083,06034,success,71980,2021-08-17
02084,07206,success,121720,2020-12-03
02085,01214,failed,93140,2021-04-18
02086,07332,failed,156220,2020-09-18
02087,08132,success,57330,2021-11-17
02088,02486,success,66980,2022-01-28
02089,01309,success,420,2021-08-05
02090,06470,success,243500,2020-08-27
02091,01890,failed,108040,2021-02-19
02092,02032,failed,93990,2020-11-11
02093,03199,success,121470,2019-10-13
02094,07456,success,44290,2019-03-19
02095,07754,success,128940,2020-12-28
02096,09689,success,9350,2020-10-08
02097,00606,success,46670,2020-08-13
02098,09785,success,19990,2020-12-16
02099,04126,success,0,2020-04-30
02100,08477,success,69740,2021-06-18
02101,01433,failed,33540,2021-07-05
02102,00456,failed,170530,2021-04-30
02103,00807,success,0,2020-09-21
02104,05307,failed,106560,2019-07-04
02105,07856,success,57640,2021-08-23
02106,01008,failed,73500,2020-08-24
02107,08917,failed,51310,2021-09-08
02108,03237,success,47870,2020-09-29
02109,00996,failed,14120,2021-06-18
02110,06984,failed,85230,2020-07-25
02111,00343,success,173220,2020-11-25
02112,07469,success,77290,2022-02-21
02113,03501,failed,38930,2021-07-23
02114,05569,success,93310,2022-04-29
02115,02162,success,137650,2019-09-06
02116,03106,failed,123230,2020-04-30
02117,05990,success,61270,2020-11-08
02118,08842,success,109720,2020-12-20
02119,00996,success,90550,2020-07-11
02120,04653,success,126210,2022-03-23
02121,05261,success,125880,2022-03-25
02122,05631,failed,93080,2019-05-25
02123,03421,failed,90600,2022-01-10
02124,02252,success,4800,2022-02-04
02125,05689,failed,213110,2021-05-21
02126,00767,success,104700,2020-10-14
02127,02238,failed,89980,2021-04-24
02128,06525,success,70270,2021-07-14
02129,00728,failed,38470,2022-05-26
02130,00942,success,31400,2020-08-26
02131,02206,success,84390,2021-12-10
02132,03015,failed,16140,2021-12-16
02133,08809,failed,133130,2021-04-13
02134,05844,failed,53620,2020-11-07
02135,02320,success,48320,2021-12-15
02136,00529,success,88080,2022-05-26
02137,06327,success,54560,2020-10-17
02138,06994,failed,51510,2020-12-24
02139,05008,success,163590,2021-11-11
02140,02903,success,126250,2021-02-19
02141,00001,success,43470,2021-03-20
02142,07131,success,114190,2019-11-16
02143,01008,failed,18130,2021-08-30
02144,04951,failed,82240,2020-01-10
02145,07596,failed,97710,2021-10-05
02146,04379,success,49560,2021-10-29
02147,04279,success,64950,2021-09-14
02148,01384,success,46510,2020-01-20
02149,05538,success,44030,2021-06-08
02150,09974,success,103890,2022-04-16
02151,00551,success,85410,2021-01-09
02152,03415,success,7760,2021-07-10
02153,07557,success,70990,2019-05-25
02154,04238,success,165860,2021-09-20
02155,04491,failed,83480,2021-01-15
02156,07208,failed,29640,2021-08-17
02157,01983,success,132750,2022-03-06
02158,03389,success,0,2021-07-27
02159,01549,failed,68850,2021-08-12
02160,01196,success,62240,2020-06-29
02161,08093,failed,78780,2022-03-10
02162,02561,failed,4290,2021-08-02
02163,02903,success,105340,2019-07-04
02164,05128,failed,83520,2019-10-26
02165,02191,success,75430,2021-12-15
02166,05816,success,49320,2021-09-19
02167,03310,failed,51370,2022-05-07
02168,06203,failed,102580,2021-09-08
02169,00980,success,108920,2022-04-01
02170,04493,success,88260,2021-02-04
02171,08083,failed,138040,2021-06-07
02172,05729,success,76040,2022-03-03
02173,09705,success,59910,2021-10-06
02174,09176,failed,122620,2021-08-27
02175,02367,success,122220,2019-06-30
02176,09229,failed,39870,2018-11-26
02177,05654,failed,97720,2022-04-03
02178,02114,failed,24210,2021-04-28
02179,04450,failed,103400,2022-01-19
02180,09617,failed,105440,2022-03-28
02181,00677,success,95480,2020-06-14
02182,04253,success,121820,2021-01-06
02183,08430,failed,62140,2021-09-20
02184,07520,failed,33710,2020-11-16
02185,03068,failed,24780,2020-12-05
02186,00331,failed,0,2021-04-20
02187,00707,success,136850,2021-04-03
02188,07832,success,83940,2020-12-17
02189,01544,success,37440,2019-12-11
02190,07512,failed,124000,2021-02-10
02191,07641,failed,84850,2021-11-26
02192,06509,failed,92450,2021-11-30
02193,09208,failed,143270,2021-12-01
02194,02276,success,82240,2020-11-18
02195,00885,success,41010,2020-11-12
02196,04487,success,50420,2021-10-15
02197,01716,success,43250,2019-04-04
02198,03890,success,121730,2022-05-26
02199,04028,success,85780,2021-08-26
02200,04792,failed,68390,2019-10-05
02201,04137,success,111220,2020-10-21
02202,05685,success,60810,2018-07-14
02203,05645,success,0,2021-02-05
02204,08340,failed,56940,2021-06-05
02205,07722,failed,43460,2020-08-05
02206,04919,failed,89460,2019-01-22
02207,09644,success,0,2019-04-26
02208,01181,success,25170,2021-12-23
02209,00838,success,67790,2020-08-27
02210,05392,success,12670,2020-02-28
02211,04530,success,78370,2019-08-16
02212,00911,failed,182470,2019-10-17
02213,00932,success,53550,2020-07-03
02214,06012,failed,110270,2022-01-15
02215,09710,success,66050,2021-07-27
02216,01985,failed,67820,2021-10-23
02217,00829,success,74510,2019-04-30
02218,05680,failed,37220,2021-02-20
02219,07109,success,78080,2018-11-01
02220,04559,success,7390,2019-09-27
02221,03639,failed,116180,2020-10-25
02222,05295,failed,15460,2021-07-31
02223,08842,success,92970,2020-08-05
02224,06922,success,33910,2019-11-08
02225,02305,failed,21660,2022-04-18
02226,05046,failed,175120,2021-09-30
02227,00529,success,128210,2021-10-23
02228,07737,success,23500,2021-08-09
02229,01008,success,59000,2020-12-15
02230,02062,success,75170,2021-04-01
02231,00672,success,38060,2022-05-20
02232,00503,success,19660,2020-08-24
02233,07436,success,111010,2022-05-19
02234,08369,success,87070,2022-01-18
02235,01582,failed,57050,2022-05-07
02236,01593,success,58670,2022-03-10
02237,01883,success,96110,2022-01-18
02238,09590,success,137530,2022-02-26
02239,01196,success,78790,2019-05-05
02240,07868,failed,20470,2021-10-29
02241,06724,success,114450,2020-02-20
02242,02795,failed,0,2022-02-14
02243,04154,failed,133880,2021-09-09
02244,07562,failed,30780,2021-03-23
02245,08710,success,0,2021-02-11
02246,06927,success,98150,2021-10-20
02247,06945,failed,100420,2020-07-30
02248,01341,success,29590,2021-08-23
02249,07109,success,90340,2021-12-17
02250,05508,failed,99390,2022-03-03
02251,02320,success,89460,2021-08-02
02252,07444,failed,18630,2020-05-03
02253,07553,success,39250,2019-04-10
02254,07768,success,66690,2020-11-16
02255,01140,success,91900,2022-05-11
02256,00490,success,117290,2021-10-04
02257,06798,success,97240,2021-11-28
02258,09828,success,23800,2022-05-20
02259,03308,success,8550,2021-01-28
02260,04882,success,74070,2020-03-03
02261,02597,failed,121670,2021-03-15
02262,00597,success,0,2019-04-02
02263,09223,failed,73530,2022-01-22
02264,03391,success,142330,2021-03-25
02265,09304,success,4850,2021-03-18
02266,06765,success,38480,2021-05-31
02267,09377,success,78010,2022-01-28
02268,06943,success,70250,2020-12-14
02269,06822,success,85580,2019-03-29
02270,08131,failed,126970,2020-02-28
02271,06301,success,44670,2022-02-04
02272,08369,success,87500,2021-05-15
02273,01365,success,66850,2020-07-09
02274,00006,success,105900,2018-11-26
02275,08749,success,91540,2021-11-23
02276,04698,success,89010,2021-01-16
02277,04305,failed,54670,2022-04-29
02278,05733,failed,61100,2021-01-24
02279,05312,success,77500,2019-08-09
02280,01313,failed,34940,2022-04-04
02281,09736,failed,195370,2019-12-08
02282,00366,success,37440,2019-01-28
02283,00343,success,109510,2021-09-26
02284,02153,success,144650,2021-09-14
02285,03560,failed,0,2021-11-12
02286,05842,success,25690,2021-05-21
02287,00783,success,112000,2021-08-30
02288,08470,failed,0,2022-05-09
02289,00824,success,71800,2019-04-29
02290,08251,failed,80860,2021-12-16
02291,06372,success,101530,2021-02-25
02292,04181,success,39770,2020-10-12
02293,03101,success,0,2021-10-12
02294,08233,success,69780,2021-05-11
02295,03198,failed,10950,2022-05-19
02296,08570,success,75840,2019-03-19
02297,05481,failed,6630,2019-06-26
02298,04045,success,40710,2020-04-05
02299,07053,failed,115730,2020-12-18
02300,07256,failed,17210,2021-11-14
02301,02675,success,62950,2022-04-15
02302,05618,success,11130,2020-05-02
02303,06982,failed,38540,2020-10-31
02304,05113,success,36940,2022-01-16
02305,06901,success,17920,2019-12-21
02306,07557,success,35830,2020-04-18
02307,09444,success,115910,2020-07-30
02308,01777,success,96180,2019-04-29
02309,07878,failed,92200,2021-05-05
02310,07236,failed,14390,2022-04-14
02311,00504,success,81510,2022-01-18
02312,01968,failed,76300,2019-04-27
02313,09145,success,124430,2019-10-31
02314,02698,success,88400,2020-07-03
02315,07377,success,107620,2021-05-09
02316,05034,failed,98070,2021-01-09
02317,02580,success,76010,2021-10-29
02318,08222,failed,14190,2020-05-14
02319,08468,failed,118360,2019-02-17
02320,06658,success,32189,2019-07-29
02321,05907,success,158090,2022-02-13
02322,01796,success,88250,2021-12-21
02323,06356,failed,59940,2022-04-20
02324,07782,failed,53900,2022-03-23
02325,05618,success,145880,2021-01-02
02326,08971,success,66260,2020-10-17
02327,08492,success,91140,2019-10-17
02328,05836,failed,71200,2022-03-29
02329,08281,success,76750,2021-09-27
02330,03315,success,13340,2021-02-08
02331,03586,success,132920,2022-03-14
02332,06180,success,0,2020-12-25
02333,03405,failed,105500,2021-06-23
02334,08251,success,90220,2021-08-12
02335,01280,success,121340,2021-08-24
02336,07489,success,92550,2020-04-19
02337,08039,failed,59030,2022-04-13
02338,04716,failed,11920,2021-10-17
02339,08079,success,74670,2021-11-15
02340,01929,failed,11150,2021-11-13
02341,06990,failed,38590,2020-07-13
02342,01080,success,98100,2021-02-08
02343,09685,success,72870,2019-07-20
02344,00385,success,77080,2019-10-01
02345,00094,success,151180,2021-04-12
02346,08388,failed,169360,2021-02-11
02347,09017,success,0,2020-07-30
02348,04458,failed,78710,2021-10-01
02349,09168,success,135700,2021-08-05
02350,08339,success,64239,2020-07-14
02351,04292,failed,115700,2019-02-23
